gamelog_id,player_id,year_id,game_date,game_num,week_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,fumbles,fumbles_lost,fumbles_forced,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,offense,off_pct,defense,def_pct,special_teams,st_pct,safety_md,sacks,tackles_solo,tackles_assists,tackles_combined,tackles_loss,qb_hits,def_int,def_int_yds,def_int_td,pass_defended,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,punt,punt_yds,punt_yds_per_punt,punt_blocked
GanoGr44_71,GanoGr44,2014,2014-12-14,14,15,27.249,CAR,,TAM,W 19-17,,,,,,,,,,,,,,,,,,,,,,,,,0,13,0,0,0,0,0,0,0,0%,0,0%,12,44%,,0.0,0,0,0,,,,,,,,,,,,,,,1,1,100.0,4,5,80.0,0,0,,0
GanoGr44_72,GanoGr44,2014,2014-12-21,15,16,27.256,CAR,,CLE,W 17-13,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,0,0,0,0,0,0,0%,0,0%,8,32%,,0.0,0,0,0,,,,,,,,,,,,,,,2,2,100.0,1,2,50.0,0,0,,0
GanoGr44_73,GanoGr44,2014,2014-12-28,16,17,27.263,CAR,@,ATL,W 34-3,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,0,0,0,0,0,0,0%,0,0%,13,54%,,0.0,0,0,0,,,,,,,,,,,,,,,4,4,100.0,2,2,100.0,0,0,,0
GanoGr44_74,GanoGr44,2015,2015-09-13,1,1,28.157,CAR,@,JAX,W 20-9,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,0,0,0,0,0,0,0%,0,0%,11,42%,,0.0,0,0,0,,,,,,,,,,,,,,,2,2,100.0,2,4,50.0,0,0,,0
GanoGr44_75,GanoGr44,2015,2015-09-20,2,2,28.164,CAR,,HOU,W 24-17,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,0,0,0,0,0,0,0%,0,0%,10,31%,,0.0,0,0,0,0,0,,,,,,,,,,,,,3,3,100.0,1,2,50.0,0,0,,0
GanoGr44_76,GanoGr44,2015,2015-09-27,3,3,28.171,CAR,,NOR,W 27-22,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,0,0,0,0,0,0,0%,0,0%,11,42%,,0.0,0,0,0,,,,,,,,,,,,,,,3,3,100.0,2,2,100.0,0,0,,0
GanoGr44_77,GanoGr44,2015,2015-10-04,4,4,28.178,CAR,@,TAM,W 37-23,,,,,,,,,,,,,,,,,,,,,,,,,0,13,0,0,0,0,0,0,0,0%,0,0%,15,47%,,0.0,1,0,1,0,0,,,,,,,,,,,,,4,4,100.0,3,3,100.0,0,0,,0
GanoGr44_78,GanoGr44,2015,2015-10-18,5,6,28.192,CAR,@,SEA,W 27-23,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,0,0,0,0,0,0%,0,0%,9,28%,,0.0,0,0,0,,,,,,,,,,,,,,,3,4,75.0,,,,0,0,,0
GanoGr44_79,GanoGr44,2015,2015-10-25,6,7,28.199,CAR,,PHI,W 27-16,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,0,0,0,0,0,0,0%,0,0%,11,37%,,0.0,0,0,0,,,,,,,,,,,,,,,3,3,100.0,2,2,100.0,0,0,,0
GanoGr44_80,GanoGr44,2015,2015-11-02,7,8,28.207,CAR,,IND,W 29-26,,,,,,,,,,,,,,,,,,,,,,,,,0,11,0,0,0,0,0,0,0,0%,0,0%,13,34%,,0.0,0,0,0,0,0,,,,,,,,,,,,,2,3,66.7,3,3,100.0,0,0,,0
GanoGr44_81,GanoGr44,2015,2015-11-08,8,9,28.213,CAR,,GNB,W 37-29,,,,,,,,,,,,,,,,,,,,,,,,,0,13,0,0,0,0,0,0,0,0%,0,0%,16,42%,,0.0,0,0,0,,,,,,,,,,,,,,,4,4,100.0,3,4,75.0,0,0,,0
GanoGr44_82,GanoGr44,2015,2015-11-15,9,10,28.220,CAR,@,TEN,W 27-10,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,0,0,0,0,0,0,0%,0,0%,11,44%,,0.0,0,0,0,,,,,,,,,,,,,,,3,3,100.0,2,2,100.0,0,0,,0
GanoGr44_83,GanoGr44,2015,2015-11-22,10,11,28.227,CAR,,WAS,W 44-16,,,,,,,,,,,,,,,,,,,,,,,,,0,14,0,0,0,0,0,0,0,0%,0,0%,16,50%,,0.0,0,0,0,,,,,,,,,,,,,,,5,5,100.0,3,3,100.0,0,0,,0
GanoGr44_84,GanoGr44,2015,2015-11-26,11,12,28.231,CAR,@,DAL,W 33-14,,,,,,,,,,,,,,,,,,,,,,,,,0,15,0,0,0,0,0,0,0,0%,0,0%,16,59%,,0.0,0,0,0,,,,,,,,,,,,,,,3,3,100.0,4,5,80.0,0,0,,0
GanoGr44_85,GanoGr44,2015,2015-12-06,12,13,28.241,CAR,@,NOR,W 41-38,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,0,0,0,0,0,0,0%,0,0%,13,41%,,0.0,0,0,0,,,,,,,,,,,,,,,5,6,83.3,,,,0,0,,0
GanoGr44_86,GanoGr44,2015,2015-12-13,13,14,28.248,CAR,,ATL,W 38-0,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,0,0,0,0,0,0,0%,0,0%,13,57%,,0.0,1,0,1,0,0,,,,,,,,,,,,,5,5,100.0,1,1,100.0,0,0,,0
GanoGr44_87,GanoGr44,2015,2015-12-20,14,15,28.255,CAR,@,NYG,W 38-35,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,0,0,0,0,0,0,0%,0,0%,13,34%,,0.0,1,0,1,0,0,,,,,,,,,,,,,5,5,100.0,1,2,50.0,0,0,,0
GanoGr44_88,GanoGr44,2015,2015-12-27,15,16,28.262,CAR,@,ATL,L 13-20,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,0,0,0,0,0,0,0%,0,0%,7,33%,,0.0,0,0,0,,,,,,,,,,,,,,,1,1,100.0,2,2,100.0,0,0,,0
GanoGr44_89,GanoGr44,2015,2016-01-03,16,17,28.269,CAR,,TAM,W 38-10,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,0,0,0,0,0,0,0%,0,0%,13,54%,,0.0,0,0,0,,,,,,,,,,,,,,,5,5,100.0,1,1,100.0,0,0,,0
GanoGr44_90,GanoGr44,2016,2016-09-08,1,1,29.152,CAR,@,DEN,L 20-21,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,0,0,0,0,0,0,0%,0,0%,10,42%,,0.0,0,0,0,,,,,,,,,,,,,,,2,2,100.0,2,3,66.7,0,0,,0
GanoGr44_91,GanoGr44,2016,2016-09-18,2,2,29.162,CAR,,SFO,W 46-27,,,,,,,,,,,,,,,,,,,,,,,,,0,16,0,0,0,0,0,0,0,0%,0,0%,19,48%,,0.0,0,0,0,,,,,,,,,,,,,,,4,5,80.0,4,4,100.0,0,0,,0
GanoGr44_92,GanoGr44,2016,2016-09-25,3,3,29.169,CAR,,MIN,L 10-22,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,0,0,0,0,0,0,0%,0,0%,6,22%,,0.0,0,0,0,,,,,,,,,,,,,,,1,1,100.0,1,2,50.0,0,0,,0
GanoGr44_93,GanoGr44,2016,2016-10-02,4,4,29.176,CAR,@,ATL,L 33-48,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,0,0,0,0,0,0,0%,0,0%,9,26%,,0.0,1,0,1,0,0,,,,,,,,,,,,,2,2,100.0,1,1,100.0,0,0,,0
GanoGr44_94,GanoGr44,2016,2016-10-10,5,5,29.184,CAR,,TAM,L 14-17,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,0,0,0,0%,0,0%,6,24%,,0.0,0,0,0,,,,,,,,,,,,,,,2,2,100.0,,1,0.0,0,0,,0
GanoGr44_95,GanoGr44,2016,2016-10-16,6,6,29.190,CAR,@,NOR,L 38-41,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,0,0,0,0,0,0,0%,0,0%,12,32%,,0.0,0,0,0,,,,,,,,,,,,,,,3,4,75.0,1,1,100.0,0,0,,0
GanoGr44_96,GanoGr44,2016,2016-10-30,7,8,29.204,CAR,,ARI,W 30-20,,,,,,,,,,,,,,,,,,,,,,,,,0,12,0,0,0,0,0,0,0,0%,0,0%,13,46%,,0.0,0,0,0,,,,,,,,,,,,,,,3,3,100.0,3,3,100.0,0,0,,0
GanoGr44_97,GanoGr44,2016,2016-11-06,8,9,29.211,CAR,@,LAR,W 13-10,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,0,0,0,0,0,0,0%,0,0%,8,31%,,0.0,1,0,1,0,0,,,,,,,,,,,,,1,1,100.0,2,3,66.7,0,0,,0
GanoGr44_98,GanoGr44,2016,2016-11-13,9,10,29.218,CAR,,KAN,L 17-20,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,0,0,0,0,0,0,0%,0,0%,11,42%,,0.0,1,0,1,0,0,,,,,,,,,,,,,2,2,100.0,1,1,100.0,4,180,45.00,0
GanoGr44_99,GanoGr44,2016,2016-11-17,10,11,29.222,CAR,,NOR,W 23-20,,,,,,,,,,,,,,,,,,,,,,,,,0,11,0,0,0,0,0,0,0,0%,0,0%,12,38%,,0.0,0,0,0,,,,,,,,,,,,,,,2,2,100.0,3,3,100.0,0,0,,0
GanoGr44_100,GanoGr44,2016,2016-11-27,11,12,29.232,CAR,@,OAK,L 32-35,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,0,0,0,0%,0,0%,9,28%,,0.0,0,0,0,0,0,,,,,,,,,,,,,2,3,66.7,,,,0,0,,0
GanoGr44_101,GanoGr44,2016,2016-12-04,12,13,29.239,CAR,@,SEA,L 7-40,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0%,0,0%,3,11%,,0.0,1,0,1,0,0,,,,,,,,,,,,,1,1,100.0,,,,0,0,,0
GanoGr44_102,GanoGr44,2016,2016-12-11,13,14,29.246,CAR,,SDG,W 28-16,,,,,,,,,,,,,,,,,,,,,,,,,0,14,0,0,0,0,0,0,0,0%,0,0%,13,46%,,0.0,0,0,0,0,0,,,,,,,,,,,,,2,2,100.0,4,4,100.0,0,0,,0
GanoGr44_103,GanoGr44,2016,2016-12-19,14,15,29.254,CAR,@,WAS,W 26-15,,,,,,,,,,,,,,,,,,,,,,,,,0,14,0,0,0,0,0,0,0,0%,0,0%,14,40%,,0.0,0,0,0,,,,,,,,,,,,,,,2,2,100.0,4,5,80.0,0,0,,0
GanoGr44_104,GanoGr44,2016,2016-12-24,15,16,29.259,CAR,,ATL,L 16-33,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,0,0,0,0,0,0,0%,0,0%,9,29%,,0.0,0,0,0,,,,,,,,,,,,,,,1,1,100.0,3,3,100.0,0,0,,0
GanoGr44_105,GanoGr44,2016,2017-01-01,16,17,29.267,CAR,@,TAM,L 16-17,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,0,0,0,0,0,0,0%,0,0%,9,33%,,0.0,0,0,0,,,,,,,,,,,,,,,1,1,100.0,1,4,25.0,0,0,,0
GanoGr44_106,GanoGr44,2017,2017-09-10,1,1,30.154,CAR,@,SFO,W 23-3,,,,,,,,,,,,,,,,,,,,,,,,,0,11,0,0,0,0,0,0,0,0%,0,0%,10,50%,,0.0,0,0,0,,,,,,,,,,,,,,,2,2,100.0,3,3,100.0,0,0,,0
GanoGr44_107,GanoGr44,2017,2017-09-17,2,2,30.161,CAR,,BUF,W 9-3,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,0,0,0,0,0,0,0%,0,0%,7,32%,,0.0,0,0,0,,,,,,,,,,,,,,,,,,3,3,100.0,0,0,,0
GanoGr44_108,GanoGr44,2017,2017-09-24,3,3,30.168,CAR,,NOR,L 13-34,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,0,0,0,0,0,0,0%,0,0%,7,27%,,0.0,0,0,0,,,,,,,,,,,,,,,1,1,100.0,2,2,100.0,0,0,,0
GanoGr44_109,GanoGr44,2017,2017-10-01,4,4,30.175,CAR,@,NWE,W 33-30,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,0,0,0,0,0,0,0%,0,0%,12,43%,,0.0,0,0,0,,,,,,,,,,,,,,,3,4,75.0,2,2,100.0,0,0,,0
GanoGr44_110,GanoGr44,2017,2017-10-08,5,5,30.182,CAR,@,DET,W 27-24,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,0,0,0,0,0,0,0%,0,0%,12,38%,,0.0,0,0,0,,,,,,,,,,,,,,,3,3,100.0,2,3,66.7,0,0,,0
GanoGr44_111,GanoGr44,2017,2017-10-12,6,6,30.186,CAR,,PHI,L 23-28,,,,,,,,,,,,,,,,,,,,,,,,,0,11,0,0,0,0,0,0,0,0%,0,0%,11,34%,,0.0,0,0,0,,,,,,,,,,,,,,,2,2,100.0,3,3,100.0,0,0,,0
GanoGr44_112,GanoGr44,2017,2017-10-22,7,7,30.196,CAR,@,CHI,L 3-17,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,0,0,0,0,0,0%,0,0%,3,14%,,0.0,0,0,0,,,,,,,,,,,,,,,,,,1,1,100.0,0,0,,0
GanoGr44_113,GanoGr44,2017,2017-10-29,8,8,30.203,CAR,@,TAM,W 17-3,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,0,0,0,0,0,0,0%,0,0%,7,30%,,0.0,0,0,0,,,,,,,,,,,,,,,2,2,100.0,1,1,100.0,0,0,,0
GanoGr44_114,GanoGr44,2017,2017-11-05,9,9,30.210,CAR,,ATL,W 20-17,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,0,0,0,0,0,0,0%,0,0%,9,36%,,0.0,0,0,0,,,,,,,,,,,,,,,2,2,100.0,2,2,100.0,0,0,,0
GanoGr44_115,GanoGr44,2017,2017-11-13,10,10,30.218,CAR,,MIA,W 45-21,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,0,0,0,0,0,0,0%,0,0%,15,54%,,0.0,0,0,0,,,,,,,,,,,,,,,6,6,100.0,1,1,100.0,0,0,,0
GanoGr44_116,GanoGr44,2017,2017-11-26,11,12,30.231,CAR,@,NYJ,W 35-27,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,0,0,0,0,0,0,0%,0,0%,12,32%,,0.0,0,0,0,,,,,,,,,,,,,,,,1,0.0,3,3,100.0,0,0,,0
GanoGr44_117,GanoGr44,2017,2017-12-03,12,13,30.238,CAR,@,NOR,L 21-31,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,0,0,0,0,0,0%,0,0%,7,24%,,0.0,0,0,0,,,,,,,,,,,,,,,3,3,100.0,,,,0,0,,0
GanoGr44_118,GanoGr44,2017,2017-12-10,13,14,30.245,CAR,,MIN,W 31-24,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,0,0,0,0,0,0,0%,0,0%,11,35%,,0.0,0,0,0,,,,,,,,,,,,,,,4,4,100.0,1,1,100.0,0,0,,0
GanoGr44_119,GanoGr44,2017,2017-12-17,14,15,30.252,CAR,,GNB,W 31-24,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,0,0,0,0,0,0,0%,0,0%,11,42%,,0.0,0,0,0,,,,,,,,,,,,,,,4,4,100.0,1,1,100.0,0,0,,0
GanoGr44_120,GanoGr44,2017,2017-12-24,15,16,30.259,CAR,,TAM,W 22-19,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,0,0,0,0,0,0,0%,0,0%,11,39%,,0.0,0,0,0,,,,,,,,,,,,,,,1,2,50.0,3,3,100.0,0,0,,0
GanoGr44_121,GanoGr44,2017,2017-12-31,16,17,30.266,CAR,@,ATL,L 10-22,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,0,0,0,0,0,0,0%,0,0%,5,17%,,0.0,0,0,0,,,,,,,,,,,,,,,1,1,100.0,1,1,100.0,0,0,,0
GanoGr44_122,GanoGr44,2018,2018-09-09,1,1,31.153,CAR,,DAL,W 16-8,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,0,0,0,0,0,0,0%,0,0%,7,32%,,0.0,0,0,0,,,,,,,,,,,,,,,1,1,100.0,1,1,100.0,0,0,,0
GanoGr44_123,GanoGr44,2018,2018-09-16,2,2,31.160,CAR,@,ATL,L 24-31,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,0,0,0,0,0,0,0%,0,0%,9,32%,,0.0,0,0,0,,,,,,,,,,,,,,,3,3,100.0,1,1,100.0,0,0,,0
GanoGr44_124,GanoGr44,2018,2018-09-23,3,3,31.167,CAR,,CIN,W 31-21,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,0,0,0,0,0,0,0%,0,0%,11,42%,,0.0,0,0,0,,,,,,,,,,,,,,,4,4,100.0,1,1,100.0,0,0,,0
GanoGr44_125,GanoGr44,2018,2018-10-07,4,5,31.181,CAR,,NYG,W 33-31,,,,,,,,,,,,,,,,,,,,,,,,,0,15,0,0,0,0,0,0,0,0%,0,0%,15,47%,,0.0,0,0,0,,,,,,,,,,,,,,,3,3,100.0,4,4,100.0,0,0,,0
GanoGr44_126,GanoGr44,2018,2018-10-14,5,6,31.188,CAR,@,WAS,L 17-23,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,0,0,0,0,0,0%,0,0%,6,25%,,0.0,0,0,0,,,,,,,,,,,,,,,,1,0.0,1,1,100.0,0,0,,0
GanoGr44_127,GanoGr44,2018,2018-10-21,6,7,31.195,CAR,@,PHI,W 21-17,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0%,0,0%,6,27%,,0.0,0,0,0,,,,,,,,,,,,,,,1,2,50.0,,,,0,0,,0
GanoGr44_128,GanoGr44,2018,2018-10-28,7,8,31.202,CAR,,BAL,W 36-21,,,,,,,,,,,,,,,,,,,,,,,,,0,12,0,0,0,0,0,0,0,0%,0,0%,13,46%,,0.0,0,0,0,,,,,,,,,,,,,,,3,3,100.0,3,3,100.0,0,0,,0
GanoGr44_129,GanoGr44,2018,2018-11-04,8,9,31.209,CAR,,TAM,W 42-28,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,0,0,0,0,0,0,0%,0,0%,13,41%,,0.0,0,0,0,,,,,,,,,,,,,,,6,6,100.0,,,,0,0,,0
GanoGr44_130,GanoGr44,2018,2018-11-08,9,10,31.213,CAR,@,PIT,L 21-52,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,0,0,0,0,0,0%,0,0%,7,23%,,0.0,0,0,0,,,,,,,,,,,,,,,3,3,100.0,,,,0,0,,0
GanoGr44_131,GanoGr44,2018,2018-11-18,10,11,31.223,CAR,@,DET,L 19-20,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0%,0,0%,7,26%,,0.0,0,0,0,,,,,,,,,,,,,,,1,2,50.0,,1,0.0,0,0,,0
GanoGr44_132,GanoGr44,2018,2018-11-25,11,12,31.230,CAR,,SEA,L 27-30,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,0,0,0,0,0,0,0%,0,0%,11,41%,,0.0,0,0,0,,,,,,,,,,,,,,,3,3,100.0,2,3,66.7,0,0,,0
GanoGr44_133,GanoGr44,2018,2018-12-02,12,13,31.237,CAR,@,TAM,L 17-24,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,0,0,0,0,0,0,0%,0,0%,7,29%,,0.0,0,0,0,,,,,,,,,,,,,,,2,2,100.0,1,1,100.0,0,0,,0
GanoGr44_134,GanoGr44,2020,2020-09-14,1,1,33.158,NYG,,PIT,L 16-26,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,0,0,0,0,0,0,0%,0,0%,6,23%,,0.0,0,0,0,0,0,,,,,,,,,,,,,1,1,100.0,1,1,100.0,0,0,,0
GanoGr44_135,GanoGr44,2020,2020-09-20,2,2,33.164,NYG,@,CHI,L 13-17,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,0,0,0,0,0,0,0%,0,0%,8,36%,,0.0,0,0,0,0,0,,,,,,,,,,,,,1,1,100.0,2,3,66.7,0,0,,0
GanoGr44_136,GanoGr44,2020,2020-09-27,3,3,33.171,NYG,,SFO,L 9-36,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,0,0,0,0,0,0,0%,0,0%,7,30%,,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,3,3,100.0,0,0,,0
GanoGr44_137,GanoGr44,2020,2020-10-04,4,4,33.178,NYG,@,LAR,L 9-17,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,0,0,0,0,0,0,0%,0,0%,6,26%,,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,3,3,100.0,0,0,,0
GanoGr44_138,GanoGr44,2020,2020-10-11,5,5,33.185,NYG,@,DAL,L 34-37,,,,,,,,,,,,,,,,,,,,,,,,,0,14,0,0,0,0,0,0,0,0%,0,0%,15,44%,,0.0,0,0,0,0,0,,,,,,,,,,,,,2,2,100.0,4,4,100.0,0,0,,0
GanoGr44_139,GanoGr44,2020,2020-10-18,6,6,33.192,NYG,,WAS,W 20-19,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,0,0,0,0,0,0,0%,0,0%,9,41%,,0.0,0,0,0,0,0,,,,,,,,,,,,,2,2,100.0,2,2,100.0,0,0,,0
GanoGr44_140,GanoGr44,2020,2020-10-22,7,7,33.196,NYG,@,PHI,L 21-22,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,0,0,0,0,0,0%,0,0%,7,27%,,0.0,0,1,1,0,0,,,,,,,,,,,,,3,3,100.0,,,,0,0,,0
GanoGr44_141,GanoGr44,2020,2020-11-02,8,8,33.207,NYG,,TAM,L 23-25,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,0,0,0,0,0,0,0%,0,0%,8,30%,,0.0,0,0,0,0,0,,,,,,,,,,,,,2,2,100.0,1,1,100.0,0,0,,0
HekkJo00_1,HekkJo00,2012,2012-09-09,1,1,22.214,STL,@,DET,L 23-27,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,,,0,0,1,0,0,1,0,0,0,0%,0,0%,10,33%,,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,5,241,48.20,0
HekkJo00_2,HekkJo00,2012,2012-09-16,2,2,22.221,STL,,WAS,W 31-28,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0%,0,0%,8,25%,,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,3,163,54.33,0
HekkJo00_3,HekkJo00,2012,2012-09-23,3,3,22.228,STL,@,CHI,L 6-23,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0%,0,0%,8,29%,,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,6,279,46.50,0
HekkJo00_4,HekkJo00,2012,2012-09-30,4,4,22.235,STL,,SEA,W 19-13,,1,1,100.00,2,1,0,118.7,0,0,2.00,22.00,0,0,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0%,0,0%,10,38%,,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,4,156,39.00,0
HekkJo00_5,HekkJo00,2012,2012-10-04,5,5,22.239,STL,,ARI,W 17-3,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0%,0,0%,11,42%,,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,7,398,56.86,0
HekkJo00_6,HekkJo00,2012,2012-10-14,6,6,22.249,STL,@,MIA,L 14-17,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0%,0,0%,8,30%,,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,3,135,45.00,0
HekkJo00_7,HekkJo00,2012,2012-10-21,7,7,22.256,STL,,GNB,L 20-30,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0%,0,0%,6,21%,,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,2,99,49.50,0
HekkJo00_8,HekkJo00,2012,2012-10-28,8,8,22.263,STL,,NWE,L 7-45,,0,0,,0,0,0,,0,0,,,1,-9,-9.00,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0%,0,0%,7,26%,,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,4,195,48.75,0
HekkJo00_9,HekkJo00,2012,2012-11-11,9,10,22.277,STL,@,SFO,T 24-24,,2,2,100.00,40,0,0,118.7,0,0,20.00,20.00,0,0,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0%,0,0%,11,33%,,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,4,147,36.75,0
HekkJo00_10,HekkJo00,2012,2012-11-18,10,11,22.284,STL,,NYJ,L 13-27,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0%,0,0%,7,27%,,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,5,251,50.20,0
HekkJo00_11,HekkJo00,2012,2012-11-25,11,12,22.291,STL,@,ARI,W 31-17,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0%,0,0%,12,39%,,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,6,260,43.33,0
HekkJo00_12,HekkJo00,2012,2012-12-02,12,13,22.298,STL,,SFO,W 16-13,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0%,0,0%,12,40%,,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,9,388,43.11,0
HekkJo00_13,HekkJo00,2012,2012-12-09,13,14,22.305,STL,@,BUF,W 15-12,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,,,0,0,0,0,0,1,0,0,0,0%,0,0%,9,35%,,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,8,302,37.75,0
HekkJo00_14,HekkJo00,2012,2012-12-16,14,15,22.312,STL,,MIN,L 22-36,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0%,0,0%,7,23%,,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,4,164,41.00,0
HekkJo00_15,HekkJo00,2012,2012-12-23,15,16,22.319,STL,@,TAM,W 28-13,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0%,0,0%,11,46%,,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,7,335,47.86,0
HekkJo00_16,HekkJo00,2012,2012-12-30,16,17,22.326,STL,@,SEA,L 13-20,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0%,0,0%,9,32%,,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,5,243,48.60,0
HekkJo00_17,HekkJo00,2013,2013-09-08,1,1,23.212,STL,,ARI,W 27-24,,0,0,,0,0,0,,0,0,,,0,0,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0%,0,0%,8,28%,,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,3,147,49.00,0
